Stocks holdings ,,,,,,,,,
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of funds*,Sector,Market,Security depository receipt type
,5531000,MOR,MorphoSys AG,511377,"$72,340,066.92 ",0.016859105,Biotechnology,DE,---
,6030506,101,Hang Lung Properties Ltd.,32922331,"$72,289,038.81 ",0.016847212,Diversified Real Estate Activites,HK,---
,7113990,CLN,Clariant AG,3234633,"$72,288,830.43 ",0.016847164,Specialty Chemicals,CH,---
,B11LJN4,TUI,TUI AG,5724564,"$72,246,004.09 ",0.016837183,"Hotels, Resorts & Cruise Lines",DE,---
,B59NHY7,TRNFP,AK Transneft OAO Preference Shares,25347,"$72,218,510.82 ",0.016830775,Oil & Gas Storage & Transportation,RU,---
,BH5QGR0,ATHM,Autohome Inc.,898200,"$71,864,982 ",0.016748384,Interactive Media & Services,KY,ADR
,BP3R273,600036,China Merchants Bank Co. Ltd.,13289859,"$71,823,774.12 ",0.016738781,Diversified Banks,CN,---
,6640563,4516,Nippon Shinyaku Co. Ltd.,827736,"$71,676,618.30 ",0.016704486,Pharmaceuticals,JP,---
,BRXVS60,241,Alibaba Health Information Technology Ltd.,61966627,"$71,576,139.67 ",0.016681069,Health Care Technology,BM,---
,6718716,6505,Formosa Petrochemical Corp.,21990793,"$71,524,133.39 ",0.016668948,Oil & Gas Refining & Marketing,TW,---
,BKJ9RT5,ISS,ISS A/S,2981092,"$71,500,885.95 ",0.01666353,Diversified Support Services,DK,---
,B0DK750,NVTK,Novatek PJSC GDR,351116,"$71,492,879.45 ",0.016661665,Oil & Gas Exploration & Production,RU,GDR
,6535517,1193,China Resources Gas Group Ltd.,13002649,"$71,446,553.31 ",0.016650868,Gas Utilities,BM,---
,2196026,COPEC,Empresas COPEC SA,7946779,"$71,376,057.19 ",0.016634439,Oil & Gas Refining & Marketing,CL,---
,B1DN466,2127,Nihon M&A Center Inc.,2072887,"$71,333,745.09 ",0.016624578,Research & Consulting Services,JP,---
,BYVS6J1,1038,CK Infrastructure Holdings Ltd.,9998101,"$71,153,350.74 ",0.016582536,Electric Utilities,BM,---
,BFN4H24,GULF-F,Gulf Energy Development PCL,12858869,"$71,137,761.69 ",0.016578903,Independent Power Producers & Energy Tra,TH,---
,4902384,TREL B,Trelleborg AB Class B,3947355,"$71,059,967.17 ",0.016560773,Industrial Machinery,SE,---
,BFM6T36,FABG,Fabege AB,4277518,"$71,054,576.61 ",0.016559517,Real Estate Operating Companies,SE,---
,B0L0W35,UPL,UPL Ltd.,8673504,"$71,015,306.06 ",0.016550364,Fertilizers & Agricultural Chemicals,IN,---
,6801575,SHP,Shoprite Holdings Ltd.,7887566,"$70,941,102.49 ",0.016533071,Food Retail,ZA,---
,BYWT1W1,IQ,iQIYI Inc.,3360387,"$70,937,769.57 ",0.016532294,Movies & Entertainment,KY,ADR
,6420129,C38U,CapitaLand Mall Trust,38699763,"$70,842,404.42 ",0.016510069,Retail REITs,SG,---
,6805317,3003,Hulic Co. Ltd.,5873203,"$70,714,533.61 ",0.016480268,Real Estate Operating Companies,JP,---
,B97SH97,4587,PeptiDream Inc.,1383646,"$70,708,947.67 ",0.016478967,Biotechnology,JP,---
,BDZV127,EPI B,Epiroc AB Class B,5939394,"$70,587,982.25 ",0.016450775,Construction Machinery & Heavy Trucks,SE,---
,2036995,BRFS3,BRF SA,8041270,"$70,585,535.40 ",0.016450205,Packaged Foods & Meats,BR,---
,6900289,4042,Tosoh Corp.,4580833,"$70,571,356.35 ",0.0164469,Commodity Chemicals,JP,---
,6755821,RMH,RMB Holdings Ltd.,12237766,"$70,388,128.22 ",0.016404198,Other Diversified Financial Services,ZA,---
,6100186,M&M,Mahindra & Mahindra Ltd.,9417873,"$70,177,612.13 ",0.016355137,Automobile Manufacturers,IN,---
,6428725,6806,Hirose Electric Co. Ltd.,548895,"$70,166,099.58 ",0.016352454,Electronic Components,JP,---
,4447476,HUH1V,Huhtamaki Oyj,1509956,"$70,107,780.44 ",0.016338862,Paper Packaging,FI,---
,5287488,LHA,Deutsche Lufthansa AG,3813601,"$70,058,946.43 ",0.016327481,Airlines,DE,---
,BYZWMR9,VACN,VAT Group AG,414840,"$69,986,326.15 ",0.016310557,Industrial Machinery,CH,---
,B3ZVDV0,1099,Sinopharm Group Co. Ltd.,19177600,"$69,976,939.48 ",0.016308369,Health Care Distributors,CN,---
,B1W8P14,AALB,Aalberts NV,1554738,"$69,975,746.73 ",0.016308091,Industrial Machinery,NL,---
,2392471,BIMBOA,Grupo Bimbo SAB de CV Class A,38292437,"$69,729,398.70 ",0.016250679,Packaged Foods & Meats,MX,---
,2897103,TIH,Toromont Industries Ltd.,1281557,"$69,666,249.76 ",0.016235962,Trading Companies & Distributors,CA,---
,B4Z9XF5,COALINDIA,Coal India Ltd.,23479534,"$69,610,107.87 ",0.016222878,Coal & Consumable Fuels,IN,---
,4572709,BOL,Bollore SA,15907644,"$69,515,311.71 ",0.016200786,Movies & Entertainment,FR,---
,B0Y91C1,3323,China National Building Material Co. Ltd.,62217903,"$69,411,839.35 ",0.016176671,Construction Materials,CN,---
,BD5ZXH8,MOL,MOL Hungarian Oil & Gas plc,6946847,"$69,246,963.69 ",0.016138246,Integrated Oil & Gas,HU,---
,5679579,INVE A,Investor AB Class A,1276786,"$69,069,839.42 ",0.016096967,Multi-Sector Holdings,SE,---
,6178967,6952,Casio Computer Co. Ltd.,3454754,"$69,038,079.72 ",0.016089565,Consumer Electronics,JP,---
,6986427,6841,Yokogawa Electric Corp.,3927974,"$68,979,463.65 ",0.016075904,Electronic Equipment & Instruments,JP,---
,6841106,6923,Stanley Electric Co. Ltd.,2381238,"$68,773,133.30 ",0.016027818,Auto Parts & Equipment,JP,---
,B3VW0Z0,TAK,Takeda Pharmaceutical Co. Ltd. ADR,3480280,"$68,665,924.40 ",0.016002833,Pharmaceuticals,JP,ADR
,BD0PJ08,COL,Inmobiliaria Colonial Socimi SA,5379166,"$68,656,366.47 ",0.016000605,Office REITs,ES,---
,5713422,METSO,Metso Oyj,1737479,"$68,639,562.47 ",0.015996689,Industrial Machinery,FI,---
,6397557,INTUCH-R,Intouch Holdings PCL,35905962,"$68,556,001.09 ",0.015977215,Wireless Telecommunication Services,TH,---
,6099819,EICHERMOT,Eicher Motors Ltd.,217029,"$68,537,187.92 ",0.01597283,Motorcycle Manufacturers,IN,---
,6002453,522,ASM Pacific Technology Ltd.,4932094,"$68,459,282.22 ",0.015954674,Semiconductor Equipment,KY,---
,6597368,4183,Mitsui Chemicals Inc.,2810174,"$68,453,939.55 ",0.015953429,Commodity Chemicals,JP,---
,6600084,ZAIN,Mobile Telecommunications Co. KSC,34538715,"$68,293,606.20 ",0.015916063,Wireless Telecommunication Services,KW,---
,4341783,FI-N,Georg Fischer AG,67230,"$68,172,916.83 ",0.015887936,Industrial Machinery,CH,---
,6642127,9062,Nippon Express Co. Ltd.,1162571,"$68,148,755.11 ",0.015882305,Trucking,JP,---
,BGLP8L2,IMI,IMI plc,4351131,"$67,995,404.83 ",0.015846566,Industrial Machinery,GB,---
,5473113,PEO,Bank Polska Kasa Opieki SA,2566148,"$67,909,286.67 ",0.015826496,Diversified Banks,PL,---
,BHNWPB7,COGN3,COGNA EDUCACAO,23749678,"$67,816,981.77 ",0.015804984,Education Services,BR,---
,45614,ANTO,Antofagasta plc,5601090,"$67,816,975.12 ",0.015804982,Copper,GB,---
,6727121,BBNI,Bank Negara Indonesia Persero Tbk PT,120059505,"$67,775,595.33 ",0.015795339,Diversified Banks,ID,---
,6346333,3034,Novatek Microelectronics Corp.,9246991,"$67,752,640.38 ",0.015789989,Semiconductors,TW,---
,BWFD052,MEL,Meridian Energy Ltd.,20018062,"$67,431,109.48 ",0.015715055,Renewable Electricity,NZ,---
,6194468,4922,Kose Corp.,462562,"$67,424,872.81 ",0.015713601,Personal Products,JP,---
,BDC6LT2,3289,Tokyu Fudosan Holdings Corp.,9763394,"$67,419,293.22 ",0.015712301,Diversified Real Estate Activites,JP,---
,6497662,3405,Kuraray Co. Ltd.,5561662,"$67,395,413.38 ",0.015706736,Commodity Chemicals,JP,---
,6642321,7731,Nikon Corp.,5504441,"$67,317,443.62 ",0.015688565,Consumer Electronics,JP,---
,BDQZP48,6098,Country Garden Services Holdings Co. Ltd.,19986218,"$67,290,105.30 ",0.015682193,Environmental & Facilities Services,KY,---
,6641544,6471,NSK Ltd.,7104562,"$67,160,857.37 ",0.015652072,Industrial Machinery,JP,---
,6985026,9831,Yamada Denki Co. Ltd.,12657058,"$67,158,741.57 ",0.015651579,Computer & Electronics Retail,JP,---
,7698356,GETI B,Getinge AB,3610027,"$67,136,300.61 ",0.015646349,Health Care Equipment,SE,---
,B018BZ4,MINT-F,Minor International PCL (Foreign),55898719,"$67,089,471.70 ",0.015635435,"Hotels, Resorts & Cruise Lines",TH,---
,B43WJC5,ALA,AltaGas Ltd.,4401927,"$67,051,800.90 ",0.015626656,Gas Utilities,CA,---
,6429126,4217,Hitachi Chemical Co. Ltd.,1597146,"$66,913,722.63 ",0.015594476,Specialty Chemicals,JP,---
,BYVW0F7,PDD,Pinduoduo Inc. ADR,1762996,"$66,676,508.72 ",0.015539193,Internet & Direct Marketing Retail,KY,ADR
,BFMFKK7,HTHT,Huazhu Group Ltd.,1663270,"$66,647,228.90 ",0.015532369,"Hotels, Resorts & Cruise Lines",KY,ADR
,6640767,2282,NH Foods Ltd.,1605778,"$66,516,858.55 ",0.015501986,Packaged Foods & Meats,JP,---
,6267058,4768,Otsuka Corp.,1664824,"$66,484,643.21 ",0.015494478,IT Consulting & Other Services,JP,---
,6743956,2338,Weichai Power Co. Ltd.,31349699,"$66,170,608.72 ",0.015421291,Construction Machinery & Heavy Trucks,CN,---
,2763884,SNC,SNC-Lavalin Group Inc.,2862228,"$66,014,961.77 ",0.015385017,Construction & Engineering,CA,---
,B12C0T9,32830,Samsung Life Insurance Co. Ltd.,1024371,"$65,856,513.30 ",0.01534809,Life & Health Insurance,KR,---
,6616508,6724,Seiko Epson Corp.,4359650,"$65,825,756.12 ",0.015340922,"Technology Hardware, Storage & Periphera",JP,---
,6499806,9508,Kyushu Electric Power Co. Inc.,7583364,"$65,793,128.82 ",0.015333318,Electric Utilities,JP,---
,6870984,4508,Mitsubishi Tanabe Pharma Corp.,3578377,"$65,645,642.28 ",0.015298946,Pharmaceuticals,JP,---
,2314000,EMP.A,Empire Co. Ltd.,2796153,"$65,589,172.83 ",0.015285785,Food Retail,CA,---
,6594143,2768,Sojitz Corp.,20346950,"$65,580,214.23 ",0.015283697,Trading Companies & Distributors,JP,---
,B1VP0K0,RXL,Rexel SA,4922146,"$65,468,265.29 ",0.015257607,Trading Companies & Distributors,FR,---
,B0VR7W0,MARK,Masraf Al Rayan QSC,60125507,"$65,415,854.75 ",0.015245393,Diversified Banks,QA,---
,BDG1MJ0,TSGI,Stars Group Inc.,2504828,"$65,371,853.93 ",0.015235138,Casinos & Gaming,CA,---
,6954985,AWC,Alumina Ltd.,40385224,"$65,230,915.24 ",0.015202292,Aluminum,AU,---
,7634402,TITR,Telecom Italia SPA (Bearer),106498326,"$65,221,743.04 ",0.015200154,Integrated Telecommunication Services,IT,---
,309644,ECM,Electrocomponents plc,7246176,"$65,173,210.08 ",0.015188844,Technology Distributors,GB,---
,B07DRZ5,REC,Recordati SPA,1542255,"$65,013,639.65 ",0.015151655,Pharmaceuticals,IT,---
,B71SXC4,6837,Haitong Securities Co. Ltd.,55012059,"$64,987,898.25 ",0.015145656,Investment Banking & Brokerage,CN,---
,BYZDW27,LKOD,PJSC Lukoil Sponsored ADR Representing Ord Shs,651818,"$64,925,383.17 ",0.015131087,Integrated Oil & Gas,RU,---
,B00D9P6,PROX,Proximus SADP,2265459,"$64,914,148.94 ",0.015128468,Integrated Telecommunication Services,BE,---
,BDCXV26,QLT,Quilter plc,30396205,"$64,894,939.41 ",0.015123992,Asset Management & Custody Banks,GB,---
,B1Y1SQ7,JMT,Jeronimo Martins SGPS SA,3937273,"$64,883,761.40 ",0.015121387,Food Retail,PT,---
,BYX91H5,JD.,JD Sports Fashion plc,5838259,"$64,849,392.64 ",0.015113377,Specialty Stores,GB,---
,6452586,2888,Shin Kong Financial Holding Co. Ltd.,187510082,"$64,802,763.75 ",0.01510251,Life & Health Insurance,TW,---
,B83X6P8,IHH,IHH Healthcare Bhd.,48331677,"$64,710,051.62 ",0.015080903,Health Care Facilities,MY,---
,B02Q328,9513,Electric Power Development Co. Ltd.,2665405,"$64,696,274.26 ",0.015077692,Independent Power Producers & Energy Tra,JP,---
,BYZ2QP5,DIM,Sartorius Stedim Biotech,389758,"$64,695,309.86 ",0.015077467,Life Sciences Tools & Services,FR,---
,6086242,DIGI,DiGi.Com Bhd.,59178680,"$64,593,424.91 ",0.015053723,Wireless Telecommunication Services,MY,---
,BDRTVP2,G13,Genting Singapore Ltd.,94314996,"$64,585,882.63 ",0.015051965,Casinos & Gaming,SG,---
,4400446,EO,Faurecia SE,1188933,"$64,544,640.04 ",0.015042353,Auto Parts & Equipment,FR,---
,BKDXJH5,1876,Budweiser Brewing Co. APAC Ltd.,19099200,"$64,488,424.29 ",0.015029252,Brewers,KY,---
,6331470,1402,Far Eastern New Century Corp.,64676493,"$64,415,263.23 ",0.015012201,Industrial Conglomerates,TW,---
,6171494,4732,USS Co. Ltd.,3407440,"$64,411,860.89 ",0.015011409,Automotive Retail,JP,---
,B29VFC4,BTO,B2Gold Corp.,16018487,"$64,268,851.62 ",0.01497808,Gold,CA,---
,6123451,CCL,Coca-Cola Amatil Ltd.,8267468,"$64,202,710.19 ",0.014962665,Soft Drinks,AU,---
,B1YCHL8,SBSP3,Cia de Saneamento Basico do Estado de Sao Paulo,4248761,"$64,201,110.23 ",0.014962292,Water Utilities,BR,---
,BYY37Q7,ATAD,Tatneft PJSC ADR,865793,"$64,106,035.13 ",0.014940135,Oil & Gas Exploration & Production,RU,ADR
,B037HF1,NTPC,NTPC Ltd.,38377479,"$64,024,789.56 ",0.0149212,Independent Power Producers & Energy Tra,IN,---
,6688080,7956,Pigeon Corp.,1745165,"$63,901,300.19 ",0.014892421,Household Products,JP,---
,B56LHP5,3105,Win Semiconductors Corp.,6485093,"$63,900,810.98 ",0.014892307,Semiconductors,TW,---
,BBG9VN7,AVV,AVEVA Group plc,1033753,"$63,775,367.54 ",0.014863072,Application Software,GB,---
,4354350,FPE3,Fuchs Petrolub SE Preference Shares,1281927,"$63,690,857.72 ",0.014843376,Commodity Chemicals,DE,---
,B01CP21,SGRE,Siemens Gamesa Renewable Energy SA,3615864,"$63,678,109.16 ",0.014840405,Heavy Electrical Equipment,ES,---
,BYT3416,ATC,Altice Europe NV,9776485,"$63,307,932.61 ",0.014754134,Cable & Satellite,NL,---
,B433995,2238,Guangzhou Automobile Group Co. Ltd.,50830027,"$63,283,015.25 ",0.014748327,Automobile Manufacturers,CN,---
,BYT8165,7182,Japan Post Bank Co. Ltd.,6587496,"$63,205,659.39 ",0.014730299,Diversified Banks,JP,---
,BYY7VY5,LIGHT,Signify NV,2016617,"$63,117,973.79 ",0.014709864,Electrical Components & Equipment,NL,---
,B44XTX8,PNDORA,Pandora A/S,1449578,"$63,040,233.07 ",0.014691746,"Apparel, Accessories & Luxury Goods",DK,---
,6496681,9766,Konami Holdings Corp.,1533339,"$63,008,768.28 ",0.014684413,Interactive Home Entertainment,JP,---
,B17BBQ5,INVP,Investec plc,10708660,"$62,932,778.31 ",0.014666703,Diversified Capital Markets,GB,---
,B2QKXW0,BAJAJ-AUTO,Bajaj Auto Ltd.,1408739,"$62,883,208.84 ",0.014655151,Motorcycle Manufacturers,IN,---
,BVFNZH2,ROR,Rotork plc,14144496,"$62,877,106.98 ",0.014653729,Industrial Machinery,GB,---
,B03MYP5,GARAN,Turkiye Garanti Bankasi AS,33568858,"$62,868,477.17 ",0.014651718,Diversified Banks,TR,---
,BYVQYS0,IWG,IWG plc,10853471,"$62,855,515.51 ",0.014648697,Real Estate Operating Companies,JE,---
,B07G378,TYRES,Nokian Renkaat Oyj,2183307,"$62,796,339.51 ",0.014634906,Tires & Rubber,FI,---
,6421854,4904,Far EasTone Telecommunications Co. Ltd.,26078842,"$62,723,448.53 ",0.014617918,Wireless Telecommunication Services,TW,---
,6089694,2492,Walsin Technology Corp.,7855765,"$62,705,959.86 ",0.014613842,Electronic Components,TW,---
,6899967,2875,Toyo Suisan Kaisha Ltd.,1475705,"$62,667,004.82 ",0.014604764,Packaged Foods & Meats,JP,---
,B00MRS2,DIALOG,Dialog Group Bhd.,74060280,"$62,595,978.78 ",0.014588211,Oil & Gas Equipment & Services,MY,---
,BD3VFW7,CTEC,ConvaTec Group plc,23776615,"$62,574,081.17 ",0.014583108,Health Care Supplies,GB,---
,5932409,BC8,Bechtle AG,447736,"$62,517,663.19 ",0.014569959,IT Consulting & Other Services,DE,---
,BJ1F4N7,MCRO,Micro Focus International plc,4449183,"$62,447,488.25 ",0.014553605,Application Software,GB,---
,963318,DPH,Dechra Pharmaceuticals plc,1622267,"$62,376,614.19 ",0.014537087,Pharmaceuticals,GB,---
,BYQ0JC6,BEZ,Beazley plc,8471358,"$62,331,043.41 ",0.014526467,Property & Casualty Insurance,GB,---
,B5143W8,N2IU,MAPLETREE COMMERCIAL TRUST,35051040,"$62,329,645.90 ",0.014526141,Retail REITs,SG,---
,6619604,5334,NGK Spark Plug Co. Ltd.,3214850,"$62,316,660.65 ",0.014523115,Auto Parts & Equipment,JP,---
,6506267,6920,Lasertec Corp.,1226858,"$62,220,133 ",0.014500619,Semiconductor Equipment,JP,---
,6197928,C09,City Developments Ltd.,7633405,"$62,127,037.04 ",0.014478922,Diversified Real Estate Activites,SG,---
,B1TL3R8,1169,Haier Electronics Group Co. Ltd.,19880451,"$62,113,282.51 ",0.014475717,Household Appliances,BM,---
,B09JBT3,AC,Ayala Corp.,4001082,"$61,973,754.69 ",0.014443199,Industrial Conglomerates,PH,---
,B0M0C89,3436,SUMCO Corp.,3740308,"$61,972,346.64 ",0.014442871,Semiconductor Equipment,JP,---
,6356365,6504,Fuji Electric Co. Ltd.,2038316,"$61,918,538.56 ",0.014430331,Electrical Components & Equipment,JP,---
,B05LZ02,2433,Hakuhodo DY Holdings Inc.,3847192,"$61,905,260.11 ",0.014427236,Advertising,JP,---
,6309262,9684,Square Enix Holdings Co. Ltd.,1242566,"$61,872,203.54 ",0.014419533,Interactive Home Entertainment,JP,---
,B01RM25,EMAAR,Emaar Properties PJSC,56440206,"$61,836,437.48 ",0.014411197,Real Estate Development,AE,---
,6195900,9504,Chugoku Electric Power Co. Inc.,4695436,"$61,722,044.32 ",0.014384537,Electric Utilities,JP,---
,B61TVQ0,INCH,Inchcape plc,6590475,"$61,659,713.78 ",0.014370011,Distributors,GB,---
,4354134,UTDI,United Internet AG,1881561,"$61,620,023.20 ",0.014360761,Integrated Telecommunication Services,DE,---
,6202673,2395,Advantech Co. Ltd.,6108490,"$61,596,353.60 ",0.014355245,"Technology Hardware, Storage & Periphera",TW,---
,2866857,LUN,Lundin Mining Corp.,10304428,"$61,578,192.04 ",0.014351012,Copper,CA,---
,2639349,ASURB,Grupo Aeroportuario del Sureste SAB de CV Class B,3282075,"$61,456,344.47 ",0.014322615,Airport Services,MX,---
,BGBN7C0,SSPG,SSP Group plc,7117948,"$61,281,607.66 ",0.014281892,Restaurants,GB,---
,BYTN3W0,WEED,Canopy Growth Corp.,2912865,"$61,260,901.12 ",0.014277066,Pharmaceuticals,CA,---
,BF5L8B9,APT,Afterpay Ltd.,2975197,"$61,238,283.07 ",0.014271795,Data Processing & Outsourced Services,AU,---
,B736PF3,PTTGC-F,PTT Global Chemical PCL,32209296,"$61,200,516.57 ",0.014262994,Commodity Chemicals,TH,---
,4177988,COFB,Cofinimmo SA,415948,"$61,126,264.48 ",0.014245689,Diversified REITs,BE,---
,6056331,1102,Asia Cement Corp.,38132955,"$61,039,341.34 ",0.014225431,Construction Materials,TW,---
,6014908,9202,ANA Holdings Inc.,1828291,"$61,034,837.42 ",0.014224381,Airlines,JP,---
,6414401,1808,Haseko Corp.,4532253,"$60,840,260.31 ",0.014179035,Homebuilding,JP,---
,B1HDJL2,KN,Natixis SA,13639770,"$60,758,866.02 ",0.014160065,Diversified Capital Markets,FR,---
,6253767,IOC,Indian Oil Corp. Ltd.,34505122,"$60,634,279.53 ",0.01413103,Oil & Gas Refining & Marketing,IN,---
,B0ZV104,GAPB,Grupo Aeroportuario del Pacifico SAB de CV Class B,5097592,"$60,572,576.74 ",0.01411665,Airport Services,MX,---
,6870564,6976,Taiyo Yuden Co. Ltd.,1985703,"$60,568,562.87 ",0.014115715,Electronic Components,JP,---
,6805328,8355,Shizuoka Bank Ltd.,8139918,"$60,546,751.62 ",0.014110631,Regional Banks,JP,---
,6308913,ESLT,Elbit Systems Ltd.,388202,"$60,487,120.26 ",0.014096734,Aerospace & Defense,IL,---
,6805469,4004,Showa Denko KK,2293548,"$60,447,634.68 ",0.014087532,Diversified Chemicals,JP,---
,BQQD167,3197,Skylark Holdings Co. Ltd.,3081804,"$60,419,398.05 ",0.014080951,Restaurants,JP,---
,B5730Z1,1336,New China Life Insurance Co. Ltd.,14043192,"$60,373,079.10 ",0.014070156,Life & Health Insurance,CN,---
,7390113,MF,Wendel SA,452872,"$60,326,214.01 ",0.014059234,Multi-Sector Holdings,FR,---
,BGR6KX5,1801,Innovent Biologics Inc.,17662440,"$60,284,932.89 ",0.014049614,Biotechnology,KY,---
,BH3VJ78,NETW,Network International Holdings plc,7118881,"$60,263,724.51 ",0.014044671,Data Processing & Outsourced Services,GB,---
,2219279,YRI,Yamana Gold Inc.,15212176,"$60,213,765.08 ",0.014033028,Gold,CA,---
,B0LCW08,HIK,Hikma Pharmaceuticals plc,2281511,"$60,168,831.17 ",0.014022556,Pharmaceuticals,GB,---
,4852832,STB,Storebrand ASA,7632351,"$60,128,232.54 ",0.014013094,Life & Health Insurance,NO,---
,6985543,6845,Azbil Corp.,2134212,"$60,111,603.84 ",0.014009219,Electronic Equipment & Instruments,JP,---
,BF0LBX7,BIM,BioMerieux,673867,"$60,078,305.61 ",0.014001458,Health Care Equipment,FR,---
,BJXSCH4,EVO,Evolution Gaming Group AB,1988912,"$60,023,577.65 ",0.013988704,Casinos & Gaming,SE,---
,B011YD2,C61U,CapitaLand Commercial Trust,40487196,"$59,961,664.61 ",0.013974275,Office REITs,SG,---
,4907732,ALT,Altran Technologies SA,3757025,"$59,861,241.64 ",0.013950871,IT Consulting & Other Services,FR,---
,6051422,2379,Realtek Semiconductor Corp.,7608758,"$59,791,412.46 ",0.013934597,Semiconductors,TW,---
,6895222,9533,Toho Gas Co. Ltd.,1463044,"$59,739,278.14 ",0.013922447,Gas Utilities,JP,---
,B7FNMQ2,EFN,Element Fleet Management Corp.,6993890,"$59,729,883.41 ",0.013920257,Specialized Finance,CA,---
,B39NWT3,1150,Alinma Bank,8831086,"$59,675,370.44 ",0.013907553,Diversified Banks,SA,---
,B1JKTQ6,1800,China Communications Construction Co. Ltd.,73127149,"$59,595,152.56 ",0.013888858,Construction & Engineering,CN,---
,B923935,OSR,OSRAM Licht AG,1197264,"$59,535,367.74 ",0.013874925,Electrical Components & Equipment,DE,---
,B7KR2P8,EZJ,easyJet plc,3159365,"$59,512,887.32 ",0.013869686,Airlines,GB,---
,6218670,BLD,Boral Ltd.,18897958,"$59,454,918.44 ",0.013856176,Construction Materials,AU,---
,B249SN5,8729,Sony Financial Holdings Inc.,2470936,"$59,314,500.10 ",0.013823451,Life & Health Insurance,JP,---
,B15F6S6,CHC,Charter Hall Group,7609326,"$59,264,050.53 ",0.013811693,Diversified REITs,AU,---
,6546359,2331,Sohgo Security Services Co. Ltd.,1094944,"$59,263,770.45 ",0.013811628,Security & Alarm Services,JP,---
,6188535,ZEEL,Zee Entertainment Enterprises Ltd.,14475639,"$59,238,253.48 ",0.013805681,Broadcasting,IN,---
,6198578,REA,REA Group Ltd.,814875,"$59,198,439.59 ",0.013796403,Interactive Media & Services,AU,---
,6603737,C52,ComfortDelGro Corp. Ltd.,33437494,"$59,164,576.36 ",0.013788511,Trucking,SG,---
,B3KT0S5,CIX,CI Financial Corp.,3534077,"$59,084,988.39 ",0.013769962,Asset Management & Custody Banks,CA,---
,B2PDGW1,SMWH,WH Smith plc,1709953,"$58,931,849.27 ",0.013734273,Specialty Stores,GB,---
,6022105,6113,Amada Holdings Co. Ltd.,5170321,"$58,805,941.74 ",0.01370493,Industrial Machinery,JP,---
,6495428,10130,Korea Zinc Co. Ltd.,159768,"$58,710,852.01 ",0.013682769,Diversified Metals & Mining,KR,---
