,SEDOL,ticker,name,ESG
5902,B133WP1,3090,Tabuk Cement Co.,N
5903,B05J4P4,2429,World Holdings Co. Ltd.,N
5904,6725794,ORWE,Oriental Weavers,Y
5905,B23WQK8,CEL,Cellcom Israel Ltd. (Registered),N
5906,BYNNSR6,GOL,Gol Linhas Aereas Inteligentes SA ADR,N
5907,6869205,1609,Ta Ya Electric Wire & Cable,N
5908,BBMR4Z8,1680,Macau Legend Development Ltd.,N
5909,6483304,8081,Kanaden Corp.,N
5910,BP3RCZ1,600132,Chongqing Brewery Co. Ltd.,N
5911,BYWPH65,601881,China Galaxy Securities Co. Ltd. Class A,N
5912,6483285,9081,Kanagawa Chuo Kotsu Co. Ltd.,N
5913,6893550,8550,Tochigi Bank Ltd.,N
5914,BD5C7D3,300012,Centre Testing International Group Co. Ltd.,N
5915,6528164,2305,Studio Alice Co. Ltd.,N
5916,B03MNB4,AKSA,Aksa Akrilik Kimya Sanayii AS,Y
5917,6292470,5203,Cyberlink Corp.,Y
5918,6197810,CLH,City Lodge Hotels Ltd.,N
5919,6580034,BDMN,Bank Danamon Indonesia Tbk PT,N
5920,BP3R604,600875,Dongfang Electric Corp. Ltd.,N
5921,B0FGN70,2453,Japan Best Rescue System Co. Ltd.,N
5922,B1GKL41,GESHIP,Great Eastern Shipping Co. Ltd.,Y
5923,BYW5MZ9,600926,Bank of Hangzhou Co. Ltd. Class A,N
5924,B0LR6C3,DCMSHRIRAM,DCM Shriram Ltd.,Y
5925,BDHXPG3,ALFA,Alfa Financial Software Holdings plc,N
5926,BF2DZJ5,603659,Shanghai Putailai New Energy Technology Co. Ltd. Class A,N
5927,BYQDM93,600885,Hongfa Technology Co. Ltd.,N
5928,BP3R325,601633,Great Wall Motor Co. Ltd. Class A,N
5929,6771281,5610,SPC Samlip Co. Ltd.,N
5930,B6S0VK0,3001,Hail Cement Co.,N
5931,BD5CN68,27,Shenzhen Energy Group Co. Ltd. Class A,N
5932,6694548,PSL-F,Precious Shipping PCL,N
5933,BYW5N01,600977,China Film Co. Ltd. Class A,N
5934,BXVM276,UNIFINA,Unifin Financiera SAB de CV,N
5935,BD5CJ82,2013,AVIC Electromechanical Systems Co. Ltd.,N
5936,6295855,STRTECH,Sterlite Technologies Ltd.,Y
5937,BFY8GK6,2807,Jiangsu Jiangyin Rural Commercial Bank Co. Ltd. Class A,N
5938,BH4G7R8,336260,Doosan Fuel Cell Co. Ltd.,N
5939,B1LDTB8,FINCABLES,Finolex Cables Ltd.,Y
5940,6659194,7414,Onoken Co. Ltd.,N
5941,BZ0D207,603019,Dawning Information Industry Co. Ltd.,N
5942,6718158,1122,Qingling Motors Co. Ltd.,Y
5943,B29Y9F4,ASRI,Alam Sutera Realty Tbk PT,N
5944,6484288,6390,Kato Works Co. Ltd.,N
5945,BP3R541,600998,Jointown Pharmaceutical Group Co. Ltd.,N
5946,BP3R637,600027,Huadian Power International Corp. Ltd.,N
5947,BP3R7J0,600820,Shanghai Tunnel Engineering Co. Ltd.,N
5948,B03MTT4,IPEKE,Ipek Dogal Enerji Kaynaklari Arastirma Ve Uretim AS,N
5949,B80LWS0,1589,Yeong Guan Energy Technology Group Co. Ltd.,Y
5950,6388380,UPP,Union Properties PJSC,N
5951,BD5CL20,2493,Rongsheng Petro Chemical Co. Ltd.,N
5952,BG10R65,300720,Hanil Cement Co. Ltd.,N
5953,6983893,6482,Yushin Precision Equipment Co. Ltd.,N
5954,BKDQ7V4,629,Pangang Group Vanadium Titanium & Resources Co. Ltd.,N
5955,BJVQH75,---,Hemisphere Properties India Ltd.,Y
5956,B1VLVW7,AKA,Akastor ASA,Y
5957,B05KY57,78520,Able C&C Co. Ltd.,Y
5958,B03BMQ9,6251,Dynamic Electronics Co. Ltd.,Y
5959,B3VVQ71,108230,Toptec Co. Ltd.,N
5960,BP3R6J3,600170,Shanghai Construction Group Co. Ltd. Class A,N
5961,B0X8PJ4,6504,Nan Liu Enterprise Co. Ltd.,N
5962,6383374,53030,Binex Co. Ltd.,Y
5963,BP3R9L6,600021,Shanghai Electric Power Co. Ltd.,N
5964,6805801,370,Hanwha General Insurance Co. Ltd.,N
5965,6042675,7552,Happinet Corp.,N
5966,6130064,KTKBANK,Karnataka Bank Ltd.,Y
5967,6986922,9671,Yomiuri Land Co. Ltd.,N
5968,6804518,8364,Shimizu Bank Ltd.,N
5969,BD5CK56,31,Grandjoy Holdings Group Co. Ltd.,N
5970,6807603,200055,China Fangda Group Co. Ltd.,Y
5971,BFB4JK8,600779,Sichuan Swellfun Co. Ltd.,N
5972,BFWY6S4,582,Landing International Development Ltd.,N
5973,B0LNLV5,GND,Grindrod Ltd.,N
5974,6793865,4228,Sekisui Plastics Co. Ltd.,N
5975,BYZD5D9,6828,Beijing Gas Blue Sky Holdings Ltd.,Y
5976,BP3RD58,600816,Anxin Trust Co. Ltd.,N
5977,6312356,900941,Eastern Communications Co. Ltd.,N
5978,BPRC2R4,SDA,SpeedCast International Ltd.,Y
5979,BKDT6F0,1282,Glory Sun Financial Group Ltd.,N
5980,6763006,8084,Ryoden Corp.,N
5981,BDD1R10,SILO,Siloam International Hospitals Tbk PT,Y
5982,6393317,317,CSSC Offshore and Marine Engineering Group Co. Ltd.,N
5983,BD5CF40,975,Yintai Gold Co. Ltd.,N
5984,BP3RFD0,600704,Wuchan Zhongda Group Co. Ltd.,N
5985,6117982,GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,N
5986,BH35L96,978,China Merchants Land Ltd.,Y
5987,104861,TED,Ted Baker plc,N
5988,B681D63,FFGRP,FF Group,N
5989,6431875,4532,Rechi Precision Co. Ltd.,N
5990,BLRLQ26,JHC,Japara Healthcare Ltd.,N
5991,B03MZB8,VESTL,Vestel Elektronik Sanayi ve Ticaret AS,N
5992,BH4TD79,1663,K&O Energy Group Inc.,N
5993,BFWY7Q9,SDRL,Seadrill Ltd.,Y
5994,6159672,480,HKR International Ltd.,N
5995,BYM6DQ0,3539,Japan Meat Co. Ltd.,N
5996,6143255,RAYMOND,Raymond Ltd.,Y
5997,6616348,1510,SK Securities Co. Ltd.,Y
5998,6875730,TINS,Timah Tbk PT,N
5999,6802835,900923,Shanghai Bailian Group Co. Ltd.,N
6000,B00D9M3,ADHI,ADHI KARYA PERSERO TBK PT,N
6001,BJ6CJ27,U-F,U City PCL,Y
6002,6076447,8395,Bank of Saga Ltd.,N
6003,6351597,2107,Formosan Rubber Group Inc.,Y
6004,B1YYYZ7,3552,Tung Thih Electronic Co. Ltd.,Y
6005,6164438,4725,CAC Holdings Corp.,Y
6006,BSZLQ94,DXBE,DXB Entertainments PJSC,Y
6007,6010092,6345,Aichi Corp.,N
6008,6162302,30530,Wonik Holdings Co. Ltd.,Y
6009,BD5CHY4,2690,Hefei Meiya Optoelectronic Technology Inc.,N
6010,BP3RGF9,601233,Tongkun Group Co. Ltd.,N
6011,BP3R808,600867,Tonghua Dongbao Pharmaceutical Co. Ltd.,N
6012,6764355,4951,ST Corp.,N
6013,6146997,8730,Youlchon Chemical Co. Ltd.,N
6014,6520289,194,Liu Chong Hing Investment Ltd.,N
6015,B4TL1F3,BAJAJCON,Bajaj Consumer Care Ltd.,Y
6016,5483822,WEHB,Wereldhave Belgium Comm VA,N
6017,BP3RH12,600298,Angel Yeast Co. Ltd.,N
6018,6592556,6419,Mars Group Holdings Corp.,N
6019,BP3R3P8,601898,China Coal Energy Co. Ltd. Class A,N
6020,B1LQJY0,BSOFT,Birlasoft Ltd.,Y
6021,6162614,ESRS,Ezz Steel Co. SAE,N
6022,6149985,4719,Alpha Systems Inc.,N
6023,B23HV20,SYR,Syrah Resources Ltd.,Y
6024,B5MTK10,2193,COOKPAD Inc.,Y
6025,6141118,1527,Basso Industry Corp.,N
6026,6077774,1522,TYC Brother Industrial Co. Ltd.,N
6027,6431109,5902,Hokkan Holdings Ltd.,Y
6028,BP3R5L8,601958,Jinduicheng Molybdenum Co. Ltd. Class A,N
6029,BP3R9V6,601005,Chongqing Iron & Steel Co. Ltd. Class A,N
6030,6163996,4726,SB Technology Corp.,N
6031,6771054,4690,Samchully Co. Ltd.,Y
6032,BD5CC94,2078,Shandong Sun Paper Industry JSC Ltd.,N
6033,BD83175,298040,Hyosung Heavy Industries Corp.,Y
6034,6559476,7925,Maezawa Kasei Industries Co. Ltd.,Y
6035,BP3R4H7,600089,TBEA Co. Ltd.,N
6036,BD5CN91,2081,Suzhou Gold Mantis Construction Decoration Co. Ltd.,N
6037,BF2NP06,C5H,Cairn Homes plc,Y
6038,6708159,3090,Nichidenbo Corp.,N
6039,BD5CM72,2465,Guangzhou Haige Communications Group Inc. Co.,N
6040,BFY8GY0,300357,Zhejiang Wolwo Bio-Pharmaceutical Co. Ltd. Class A,N
6041,B2PQF34,196,Honghua Group Ltd.,Y
6042,B562TV8,906,CPMC Holdings Ltd.,Y
6043,BS7K3D2,601799,Changzhou Xingyu Automotive Lighting Systems Co. Ltd.,N
6044,B01GQS6,YTLPOWR,YTL Power International Bhd.,N
6045,BP3R507,601098,China South Publishing & Media Group Co. Ltd.,N
6046,6136222,2426,Tyntek Corp.,Y
6047,B015YY5,8114,Posiflex Technology Inc.,Y
6048,B58XPH7,HLNG,Hoegh LNG Holdings Ltd.,Y
6049,6621201,3920,Namyang Dairy Products Co. Ltd.,Y
6050,B01WP21,3333,Asahi Co. Ltd.,N
6051,6545936,2749,JP-Holdings Inc.,Y
6052,4019950,POS,Porr Ag,N
6053,BZ0D285,603899,Shanghai M&G Stationery Inc. Class A,N
6054,BP3R5Y1,600118,China Spacesat Co. Ltd.,N
6055,BFXWV82,PKP,PKP Cargo SA,Y
6056,BS7K376,600985,Huaibei Mining Holdings Co. Ltd. Class A,N
6057,B756186,7161,Jimoto Holdings Inc.,N
6058,6152723,JINDALSAW,Jindal Saw Ltd.,Y
6059,B05DY78,MAU,Etablissements Maurel et Prom SA,N
6060,B24F8T9,DEYAAR,Deyaar Development PJSC,N
6061,BD6NPN1,123890,Korea Asset In Trust Co. Ltd.,Y
6062,BD5CNC4,2500,Shanxi Securities Co. Ltd. Class A,N
6063,BP3RCL7,600567,Shanying International Holding Co. Ltd.,N
6064,6166616,6840,AK Holdings Inc.,N
6065,B188J27,85370,Lutronic Corp.,Y
6066,BD73L76,2212,Nanyang Topsec Technologies Group Inc. Class A,N
6067,6416452,52400,KONA I Co. Ltd.,Y
6068,6807658,716,Singamas Container Holdings Ltd.,N
6069,6985037,1870,Yahagi Construction Co. Ltd.,Y
6070,BP3R7C3,601139,Shenzhen Gas Corp. Ltd. Class A,N
6071,BFYX689,603882,Guangzhou Kingmed Diagnostics Group Co. Ltd.,N
6072,BD5CJK4,878,Yunnan Copper Co. Ltd. Class A,N
6073,6539702,2742,Halows Co. Ltd.,N
6074,6355254,4554,Fuji Pharma Co. Ltd.,N
6075,BP3R927,600895,Shanghai Zhangjiang High-Tech Park Development Co. Ltd. Class A,N
6076,BP3R5Z2,600739,Liaoning Cheng Da Co. Ltd.,N
6077,BP3R6T3,600038,AVICOPTER plc,N
6078,6338631,4839,Wowow Inc.,N
6079,BP3R4G6,601111,Air China Ltd.,N
6080,B1QHDZ7,1886,China Huiyuan Juice Group Ltd.,N
6081,6349536,6191,Global Brands Manufacture Ltd.,Y
6082,6548753,3014,ITE Technology Inc.,Y
6083,BKF1CS9,TGO,Tsogo Sun Hotels Ltd.,N
6084,B0R8BF8,---,PRUKSA Holding PCL - Delisted,N
6085,B11Z226,1051,G-Resources Group Ltd.,N
6086,6356923,9722,Fujita Kanko Inc.,Y
6087,BD73MH3,2670,Guosheng Financial Holding Inc. Class A,N
6088,6494102,6317,Kitagawa Corp.,N
6089,B2NXWC5,IRB,IRB Infrastructure Developers Ltd.,Y
6090,B1Z4QP0,KTCG,Kapsch TrafficCom AG,N
6091,6212401,7618,PC Depot Corp.,Y
6092,BD5CQ25,513,Livzon Pharmaceutical Group Inc.,N
6093,6775368,8018,Sankyo Seiko Co. Ltd.,N
6094,6419224,8739,Sparx Group Co. Ltd.,N
6095,BP3RGC6,600012,Anhui Expressway Co. Ltd. Class A,N
6096,6150062,INDIACEM,India Cements Ltd.,Y
6097,BP3R682,601699,Shanxi Lu'an Environmental Energy Development Co. Ltd. Class A,N
6098,B3B6698,PIOH,Pioneers Holding for Financial Investments SAE,N
6099,B0SY092,3378,Xiamen International Port Co. Ltd.,Y
6100,BD5LRD0,2387,Visionox Technology Inc.,N
6101,BP3R3Y7,600372,China Avionics Systems Co. Ltd. Class A,N
6102,B03MTW7,ISGYO,Is Gayrimenkul Yatirim Ortakligi AS,Y
6103,BD5CNZ7,300070,Beijing Originwater Technology Co. Ltd.,N
6104,6190585,8337,Chiba Kogyo Bank Ltd.,N
6105,9012158,---,Hanergy Thin Film Power Group Ltd.,N
6106,B8GNS93,37560,CJ Hello Co. Ltd.,N
6107,BD5CJP9,581,Weifu High-Technology Group Co. Ltd.,N
6108,6899718,6330,Toyo Engineering Corp.,N
6109,6214043,25860,Namhae Chemical Corp.,N
6110,B58H8C5,TGKA,TGC-1 PJSC,Y
6111,B3P3LW3,DRW8,Draegerwerk AG & Co. KGaA,Y
6112,B050S66,4128,Microbio Co. Ltd.,Y
6113,6475895,6418,Japan Cash Machine Co. Ltd.,N
6114,6207139,2402,Ichia Technologies Inc.,Y
6115,BP3R1Q5,600373,Chinese Universe Publishing and Media Group Co. Ltd.,N
6116,6541978,8936,Kuo Toong International Co. Ltd.,Y
6117,BD5CFH3,401,Tangshan Jidong Cement Co. Ltd.,N
6118,BD4D737,WPP,WPP AUNZ Ltd.,N
6119,7622043,BOI,Boiron SA,N
6120,BHQPSX6,300747,Wuhan Raycus Fiber Laser Technologies Co. Ltd. Class A,N
6121,B00YYS7,WOCKPHARMA,Wockhardt Ltd.,N
6122,6417251,7433,Hakuto Co. Ltd.,N
6123,BD6QV87,2110,Sansteel Minguang Co. Ltd. Fujian,N
6124,B00L819,PTC,PTC India Ltd.,Y
6125,BYZWFF8,1250,Beijing Enterprises Clean Energy Group Ltd.,Y
6126,6501712,1447,Li Peng Enterprise Co. Ltd.,Y
6127,BD5CM61,423,Dong-E-E-Jiao Co. Ltd.,N
6128,B6X62Y4,145990,Samyang Corp.,N
6129,B1D3PK7,3817,SRA Holdings,N
6130,BP3R938,600376,Beijing Capital Development Co. Ltd.,N
6131,BP3R6W6,601099,Pacific Securities Co. Ltd. China Class A,N
6132,B136LS6,2240,Zamil Industrial Investment Co.,N
6133,6273710,9979,Daisyo Corp.,N
6134,BD5CBT7,300088,Wuhu Token Science Co. Ltd.,N
6135,B1L5ZC7,UNIQ-F,Unique Engineering & Construction PCL,Y
6136,BD5CN24,300017,Wangsu Science & Technology Co. Ltd.,N
6137,B3Y1WH0,AKSEN,Aksa Enerji Uretim AS Class B,Y
6138,BP3RGP9,600486,Jiangsu Yangnong Chemical Co. Ltd.,N
6139,BD760X4,300285,Shandong Sinocera Functional Material Co. Ltd.,N
6140,BF5K6P6,1448,Space Value Holdings Co. Ltd.,N
6141,6800817,900909,Shanghai Huayi Group Co. Ltd. Class B,N
6142,B03MRP6,ECILC,EIS Eczacibasi Ilac ve Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS,N
6143,6007027,7893,Pronexus Inc.,N
6144,B5BTL30,3691,Gigasolar Materials Corp.,N
6145,BD5CKZ6,300253,Winning Health Technology Group Co. Ltd.,N
6146,6800152,900920,Shanghai Diesel Engine Co. Ltd. Class B,Y
6147,BWB8X52,IL0A,Permanent TSB Group Holdings plc,N
6148,BP3R5G3,600377,Jiangsu Expressway Co. Ltd. Class A,N
6149,BP3R5H4,600315,Shanghai Jahwa United Co. Ltd. Class A,N
6150,BQRX1Y4,AVAL,Grupo Aval Acciones y Valores SA,N
6151,B05MGY6,UNISEM,Unisem M Bhd.,N
6152,6540470,1349,Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co. Ltd.,Y
6153,6810731,2605,Sincere Navigation Corp.,Y
6154,6570596,7456,Matsuda Sangyo Co. Ltd.,N
6155,BSN5BR1,3902,Medical Data Vision Co. Ltd.,N
6156,BD5CLH5,2152,GRG Banking Equipment Co. Ltd.,N
6157,6965909,POS,Pos Malaysia Bhd.,Y
6158,6744056,7840,France Bed Holdings Co. Ltd.,N
6159,6723817,73070,Esmo Corp.,Y
6160,B7WJ188,P8Z,Bumitama Agri Ltd.,N
6161,6293246,4801,Central Sports Co. Ltd.,N
6162,B00Q643,LPN-F,LPN Development PCL,N
6163,B03MND6,AKGRT,Aksigorta AS,Y
6164,6201948,9438,MTI Ltd.,Y
6165,6896924,6363,Torishima Pump Manufacturing Co. Ltd.,N
6166,BNLP8N3,2329,Guorui Properties Ltd.,Y
6167,BRS6194,BA-F,Bangkok Airways PCL,Y
6168,B3KHQ81,2727,Wowprime Corp.,Y
6169,6208541,24720,Kolmar Korea Holdings Co. Ltd.,N
6170,B0S5CX3,40350,CUROCOM Co. Ltd.,Y
6171,BD5C9K4,300271,Beijing Thunisoft Corp. Ltd. Class A,N
6172,BFY8GC8,1965,China Merchants Expressway Network & Technology Holdings Co. Ltd. Class A,N
6173,6572644,1518,Mitsui Matsushima Holdings Co. Ltd.,N
6174,B03MPL8,AYGAZ,Aygaz AS,Y
6175,6311762,4825,Weathernews Inc.,N
6176,6747497,2266,Rokko Butter Co. Ltd.,N
6177,B3CQKT5,1212,Astra Industrial Group,N
6178,6349967,SOUTHBANK,South Indian Bank Ltd.,Y
6179,6805920,1952,Shin Nippon Air Technologies Co. Ltd.,Y
6180,B1GN485,84110,Huons Global Co. Ltd.,N
6181,BD6V5C4,2821,Asymchem Laboratories Tianjin Co. Ltd. Class A,N
6182,6121507,ORIENTBANK,Oriental Bank of Commerce,Y
6183,6431347,9534,Hokkaido Gas Co. Ltd.,N
6184,6199731,2485,Zinwell Corp.,Y
6185,6972341,97,Henderson Investment Ltd.,Y
6186,6203869,15750,Sungwoo Hitech Co. Ltd.,N
6187,BLY0NY7,27410,BGF Co. Ltd.,N
6188,6895783,5981,Tokyo Rope Manufacturing Co. Ltd.,Y
6189,6492980,9726,KNT-CT Holdings Co. Ltd.,Y
6190,BD5LVM7,2080,Sinoma Science & Technology Co. Ltd. Class A,N
6191,6896311,3946,Tomoku Co. Ltd.,N
6192,6321051,14620,Sung Kwang Bend Co. Ltd.,Y
6193,6432607,6139,L&K Engineering Co. Ltd.,N
6194,6512479,1440,Taihan Electric Wire Co. Ltd.,N
6195,BF2DZ51,600933,IKD Co. Ltd. Class A,N
6196,BZ56LK4,SNH,Steinhoff International Holdings NV,N
6197,6369233,1205,CITIC Resources Holdings Ltd.,N
6198,BTF8HD3,AGUA*,Grupo Rotoplas SAB de CV,Y
6199,B5SC091,SBER,Sberbank of Russia PJSC ADR,N
6200,BP85573,PINFRAL,Promotora y Operadora de Infraestructura SAB de CV,N
6201,B06MW58,8706,Kyokuto Securities Co. Ltd.,N
6202,6535454,2270,Lotte Food Co. Ltd.,N
6203,BD5C9T3,2396,Fujian Star-net Communication Co. Ltd.,N
6204,6805500,6798,SMK Corp.,N
6205,B0K2PB1,AMOC,Alexandria Mineral Oils Co.,N
6206,6652825,2348,Dawnrays Pharmaceutical Holdings Ltd.,Y
6207,BP3R961,600062,China Resources Double Crane Pharmaceutical Co. Ltd.,N
6208,BYW5R09,603816,Jason Furniture Hangzhou Co. Ltd. Class A,N
6209,BP3RFF2,601107,Sichuan Expressway Co. Ltd. Class A,N
6210,B1WSJ45,95720,Woongjin Thinkbig Co. Ltd.,N
6211,BYW5MX7,600909,Huaan Securities Co. Ltd. Class A,N
6212,6443580,49070,INTOPS Co. Ltd.,Y
6213,B84FQ53,LTM,Latam Airlines Group SA,N
6214,6495417,2960,Hankook Shell Oil Co. Ltd.,Y
6215,6484868,9919,Kansai Super Market Ltd.,N
6216,BD5CMY9,750,Sealand Securities Co. Ltd.,N
6217,BD5CK89,2268,Westone Information Industry Inc.,N
6218,6039558,321,Texwinca Holdings Ltd.,N
6219,BD5CMP0,2385,Beijing Dabeinong Technology Group Co. Ltd.,N
6220,BVFYBZ5,CORPBANK,Corp Bank,Y
6221,BP3RDX6,600236,Guangxi Guiguan Electric Power Co. Ltd. Class A,N
6222,6195706,3877,Chuetsu Pulp & Paper Co. Ltd.,Y
6223,BKWNZJ0,---,National Agricultural Holdings Ltd.,N
6224,BD5M2G1,2180,Ninestar Corp. Class A,N
6225,BD5LYB7,2372,Zhejiang Weixing New Building Materials Co. Ltd.,N
6226,BD5CKB2,983,Shanxi Xishan Coal & Electricity Power Co. Ltd. Class A,N
6227,BD5CMQ1,686,Northeast Securities Co. Ltd.,N
6228,5932012,DEA,DeA Capital SPA,Y
6229,6896043,1945,Tokyo Energy & Systems Inc.,N
6230,6804529,8132,Sinanen Holdings Co. Ltd.,Y
6231,B1SFSX2,INDIANB,Indian Bank,Y
6232,BP3R3K3,600535,Tasly Pharmaceutical Group Co. Ltd.,N
6233,BD5CCS3,2242,Joyoung Co. Ltd. Class A,N
6234,B1N2ZG0,7823,Artnature Inc.,N
6235,BP3RBF4,600201,Jinyu Bio-Technology Co. Ltd.,N
6236,6554415,6485,Maezawa Kyuso Industries Co. Ltd.,N
6237,6116462,2836,Bank of Kaohsiung Co. Ltd.,Y
6238,BP3R3W5,601991,Datang International Power Generation Co. Ltd. Class A,N
6239,6218153,4745,Tokyo Individualized Educational Institute Inc.,N
6240,BZ4FJV9,1293,Grand Baoxin Auto Group Ltd.,Y
6241,6406237,2715,Elematec Corp.,N
6242,6468787,7408,Jamco Corp.,N
6243,B0L57X5,5218,Ohara Inc.,N
6244,6183303,5909,Corona Corp. Class A,N
6245,BQZF1T7,950,Lee's Pharmaceutical Holdings Ltd.,Y
6246,BD5LSB5,301,Jiangsu Eastern Shenghong Co. Ltd. Class A,N
6247,6713186,2791,Daikokutenbussan Co. Ltd.,N
6248,BD5CBF3,2625,Kuang-Chi Technologies Co. Ltd. Class A,N
6249,BP3R9B6,600511,China National Medicines Corp. Ltd.,N
6250,BD5C9M6,2185,Tianshui Huatian Technology Co. Ltd.,N
6251,6662095,5449,Osaka Steel Co. Ltd.,N
6252,BYZW440,603338,Zhejiang Dingli Machinery Co. Ltd.,N
6253,B29NPW0,ECLERX,eClerx Services Ltd.,Y
6254,BP3RBV0,600380,Joincare Pharmaceutical Group Industry Co. Ltd.,N
6255,6496142,3530,Hanwha Investment & Securities Co. Ltd.,N
6256,BFY8H81,300699,Weihai Guangwei Composites Co. Ltd.,N
6257,B3CXGM1,TRAM,Trada Alam Minera Tbk PT,Y
6258,BFFK8T4,AMGO,Amigo Holdings plc,N
6259,BP3R7D4,600500,Sinochem International Corp.,N
6260,BYQDM82,600699,Ningbo Joyson Electronic Corp.,N
6261,BD5CLG4,623,Jilin Aodong Pharmaceutical Group Co. Ltd.,N
6262,BHQPSJ2,300595,Ovctek China Inc.,N
6263,BP3R723,600863,Inner Mongolia MengDian HuaNeng Thermal Power Corp. Ltd.,N
6264,BFCCR41,2841,Guangzhou Shiyuan Electronic Technology Co. Ltd. Class A,N
6265,BD5LZG9,2233,Guangdong Tapai Group Co. Ltd.,N
6266,BBD8096,RCS,Rizzoli Corriere Della Sera Mediagroup SPA,Y
6267,B1528Y7,3382,Tianjin Port Development Holdings Ltd.,Y
6268,6494500,1430,Seah Besteel Corp.,N
6269,6587057,895,Dongjiang Environmental Co. Ltd.,N
6270,BD5CJM6,2223,Jiangsu Yuyue Medical Equipment & Supply Co. Ltd.,N
6271,6515229,4994,Taisei Lamick Co. Ltd.,N
6272,BFF1YZ5,603833,Oppein Home Group Inc. Class A,N
6273,B03MZK7,YATAS,Yatas Yatak ve Yorgan Sanayi ve Ticaret AS,Y
6274,BF2DZL7,603707,Nanjing King-Friend Biochemical Pharmaceutical Co. Ltd.,N
6275,B96RL59,REPCOHOME,Repco Home Finance Ltd.,Y
6276,B0SQYP2,30520,Hancom Inc.,Y
6277,B12B5X5,RAKPROP,RAK Properties PJSC,Y
6278,BP3R983,600160,Zhejiang Juhua Co. Ltd.,N
6279,BP3RCV7,600460,Hangzhou Silan Microelectronics Co. Ltd.,N
6280,B44QDD5,2117,Nissin Sugar Co. Ltd.,N
6281,BP3RBR6,600521,Zhejiang Huahai Pharmaceutical Co. Ltd.,N
6282,B1BNYP7,3228,Sanei Architecture Planning Co. Ltd.,N
6283,6098601,BLUEDART,Blue Dart Express Ltd.,N
6284,6036021,18670,SK Gas Ltd.,Y
6285,BJJMDS8,4433,Hito Communications Holdings Inc.,N
6286,B03MYM2,TTRAK,Turk Traktor ve Ziraat Makineleri AS,Y
6287,B03S8Z1,342,NewOcean Energy Holdings Ltd.,Y
6288,BD5CGD6,2414,Wuhan Guide Infrared Co. Ltd. Class A,N
6289,BYWB451,798,China Electronics Optics Valley Union Holding Co. Ltd.,N
6290,6893691,9990,Sac's Bar Holdings Inc.,Y
6291,6621063,7014,Namura Shipbuilding Co. Ltd.,N
6292,6800107,900914,Shanghai Jinjiang International Industrial Investment Co. Ltd. Class B,N
6293,BD5CNQ8,300024,Siasun Robot & Automation Co. Ltd.,N
6294,B1TV969,ARA*,Consorcio ARA SAB de CV,N
6295,BD5CN13,300418,Beijing Kunlun Tech Co. Ltd. Class A,N
6296,6895211,8142,Toho Co. Ltd./Kobe,Y
6297,BP3R9T4,600522,Jiangsu Zhongtian Technology Co. Ltd.,N
6298,BP3RMH3,600167,Luenmei Quantum Co. Ltd. Class A,N
6299,6894542,5008,Toa Oil Co. Ltd.,N
6300,BD5CNG8,559,Wanxiang Qianchao Co. Ltd.,N
6301,B8Q7VH4,815,China Silver Group Ltd.,Y
6302,BBL4SC5,1297,Sinosoft Technology Group Ltd.,Y
6303,BP3R8Q4,600395,Guizhou Panjiang Refined Coal Co. Ltd.,N
6304,BD5M0H8,932,Hunan Valin Steel Co. Ltd.,N
6305,BYZQW37,603444,G-bits Network Technology Xiamen Co. Ltd. Class A,N
6306,BD5CJN7,2085,Zhejiang Wanfeng Auto Wheel Co. Ltd.,N
6307,6562991,8938,Advanced International Multitech Co. Ltd.,Y
6308,6859251,SEARL,Searle Co. Ltd.,Y
6309,BHHLN72,601598,Sinotrans Ltd. Class A,N
6310,BP3RKH9,600258,BTG Hotels Group Co. Ltd.,N
6311,BD5CCY9,988,Huagong Tech Co. Ltd. Class A,N
6312,B4YLXJ6,63080,Gamevil Inc.,Y
6313,BD060X1,2136,Lifestyle China Group Ltd.,Y
6314,B4YSQ09,846,Mingfa Group International Co. Ltd.,N
6315,6196538,1905,Chung Hwa Pulp Corp.,Y
6316,6121530,MRPL,Mangalore Refinery & Petrochemicals Ltd.,Y
6317,BD5CH99,685,Zhongshan Public Utilities Group Co. Ltd. Class A,N
6318,6039020,2363,Silicon Integrated Systems Corp.,Y
6319,B1CKQW8,TV18BRDCST,TV18 Broadcast Ltd.,Y
6320,BFCCQZ5,300618,Nanjing Hanrui Cobalt Co. Ltd. Class A,N
6321,BD5M1Y2,300316,Zhejiang Jingsheng Mechanical & Electrical Co. Ltd.,N
6322,BP3RCY0,601588,Beijing North Star Co. Ltd. Class A,N
6323,BD5CP62,625,Chongqing Changan Automobile Co. Ltd.,N
6324,BNFXCN1,1820,Abdul Mohsen Al-Hokair Tourism and Development Co.,N
6325,6447678,2536,Hong Pu Real Estate Development Co. Ltd.,Y
6326,6311580,5471,Sonix Technology Co. Ltd.,Y
6327,BFCCQ99,2507,Chongqing Fuling Zhacai Group Co. Ltd.,N
6328,6947714,2436,Weltrend Semiconductor,Y
6329,B0NSG79,HCC,Hindustan Construction Co. Ltd.,N
6330,BP3R9Y9,600026,COSCO SHIPPING Energy Transportation Co. Ltd. Class A,N
6331,B06KLF5,3454,Vivotek Inc.,N
